course_id,branch,track,course_title,difficulty_level,provider,format,description,skills_taught,tools_covered,prerequisite_course_title,estimated_hours,rating,num_reviews,career_paths,industry_sectors
ENV-0143,Environmental Engineering,Soil Remediation,Introduction to Soil Remediation,Beginner,Udacity,Video Course,"This foundational course introduces the core concepts of Soil Remediation within Environmental Engineering. Learners build a working understanding of key principles, terminology, and basic tools used in the field, with hands-on exercises to reinforce each concept. No prior experience in Soil Remediation is required, though general familiarity with Environmental Engineering fundamentals is helpful.",waste management planning; gis mapping; environmental impact assessment; water quality analysis,surfer; autocad civil 3d; matlab,None,14,3.9,5189,sustainability consultant; environmental analyst; environmental engineer,manufacturing; government
AUT-0195,Automobile Engineering,Automotive Supply Chain,Applied Automotive Supply Chain,Intermediate,NPTEL,Self-paced Reading,"Building on foundational knowledge, this course goes deeper into Automotive Supply Chain, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Automotive Supply Chain concepts to realistic scenarios.",automotive diagnostics; cad modeling; engine design; battery management,carsim; catia; solidworks,Introduction to Automotive Supply Chain,21,4.2,1158,chassis engineer; automotive design engineer; vehicle testing engineer,manufacturing; logistics
MEC-0134,Mechanical Engineering,Mechatronics,Applied Mechatronics,Intermediate,Coursera,Self-paced Reading,"Building on foundational knowledge, this course goes deeper into Mechatronics, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Mechatronics concepts to realistic scenarios.",fea simulation; gd&t; solidworks; cad modeling,fusion 360; abaqus; ansys,Introduction to Mechatronics,26,4.2,4672,product design engineer; manufacturing engineer; mechanical design engineer,consumer goods; aerospace
BME-0164,Biomedical Engineering,Prosthetics Design,Applied Prosthetics Design,Intermediate,Coursera,Blended (Video + Project),"Building on foundational knowledge, this course goes deeper into Prosthetics Design, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Prosthetics Design concepts to realistic scenarios.",matlab; medical device design; biomedical signal processing; biomechanics analysis,python; ansys; matlab,Introduction to Prosthetics Design,24,3.8,5385,rehabilitation engineer; clinical engineer; regulatory affairs specialist,healthcare; medical devices
MEC-0059,Mechanical Engineering,Robotics and Automation,Advanced Robotics and Automation,Advanced,Pluralsight,Blended (Video + Project),"This advanced course covers complex, industry-relevant topics in Robotics and Automation, including optimization techniques, edge cases, and current best practices used in Mechanical Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",gd&t; ansys; cad modeling; fea simulation,catia; matlab; creo,Applied Robotics and Automation,45,3.9,1716,product design engineer; mechanical design engineer; automotive engineer,automotive; heavy machinery
CHE-0169,Chemical Engineering,Water Treatment Technology,Advanced Water Treatment Technology,Advanced,Pluralsight,Instructor-led Live,"This advanced course covers complex, industry-relevant topics in Water Treatment Technology, including optimization techniques, edge cases, and current best practices used in Chemical Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",process simulation; aspen plus; heat balance; process control,matlab; autocad p&id; hysys,Applied Water Treatment Technology,35,3.8,4723,plant engineer; refinery engineer; process engineer,oil and gas; pharmaceutical
CHE-0074,Chemical Engineering,Petrochemical Engineering,Applied Petrochemical Engineering,Intermediate,Udacity,Interactive Lab,"Building on foundational knowledge, this course goes deeper into Petrochemical Engineering, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Petrochemical Engineering concepts to realistic scenarios.",heat balance; aspen plus; hazop analysis; process control,comsol; matlab; hysys,Introduction to Petrochemical Engineering,27,3.8,409,chemical process consultant; plant engineer; refinery engineer,pharmaceutical; petrochemical
MEC-0038,Mechanical Engineering,Manufacturing Processes,Advanced Manufacturing Processes,Advanced,edX,Video Course,"This advanced course covers complex, industry-relevant topics in Manufacturing Processes, including optimization techniques, edge cases, and current best practices used in Mechanical Engineering. Designed for learners with solid intermediate knowledge, it emphasizes independent problem-solving and real-world case studies.",cnc programming; fea simulation; solidworks; cad modeling,fusion 360; solidworks; autocad,Applied Manufacturing Processes,54,5.0,900,manufacturing engineer; robotics engineer; product design engineer,consumer goods; heavy machinery
PET-0111,Petroleum Engineering,Formation Evaluation,Introduction to Formation Evaluation,Beginner,FutureLearn,Interactive Lab,"This foundational course introduces the core concepts of Formation Evaluation within Petroleum Engineering. Learners build a working understanding of key principles, terminology, and basic tools used in the field, with hands-on exercises to reinforce each concept. No prior experience in Formation Evaluation is required, though general familiarity with Petroleum Engineering fundamentals is helpful.",drilling engineering analysis; well log interpretation; petroleum economics; hse compliance,prosper; matlab; petrel,None,19,4.4,1097,hse engineer; drilling engineer; petroleum geologist,engineering consulting; offshore drilling
ECE-0113,Electronics & Communication Engineering,RF Circuit Design,Introduction to RF Circuit Design,Beginner,Udacity,Video Course,"This foundational course introduces the core concepts of RF Circuit Design within Electronics & Communication Engineering. Learners build a working understanding of key principles, terminology, and basic tools used in the field, with hands-on exercises to reinforce each concept. No prior experience in RF Circuit Design is required, though general familiarity with Electronics & Communication Engineering fundamentals is helpful.",microcontroller programming; verilog; circuit design; vhdl,cadence; altium designer; modelsim,None,11,4.9,1483,iot developer; communication systems engineer; vlsi design engineer,automotive; defense
IPE-0035,Industrial and Production Engineering,Quality Engineering,Applied Quality Engineering,Intermediate,NPTEL,Video Course,"Building on foundational knowledge, this course goes deeper into Quality Engineering, covering applied techniques, common industry tools, and problem-solving approaches used by practicing engineers. Learners complete guided exercises and a mini-project to apply Quality Engineering concepts to realistic scenarios.",simulation modeling; erp systems; lean manufacturing; supply chain analysis,sap; arena simulation; tableau,Introduction to Quality Engineering,24,3.7,4790,quality engineer; process improvement engineer; industrial engineer,automotive; manufacturing
